CHEMICAL NAME,CHEMICAL ID,CHEMICAL ID W/O DASHES,CHEMICAL ID TYPE,2023 NATIONALLY AGGREGATED PV,2022 NATIONALLY AGGREGATED PV,2021 NATIONALLY AGGREGATED PV,2020 NATIONALLY AGGREGATED PV
"Phosphonic acid, P,P'-(4-amino-1-hydroxybutylidene)bis-, sodium salt (1:1)",129318-43-0,129318430,CASRN,"50,000 – <250,000","<50,000","<50,000","<50,000"
"Phosphonic acid, P,P',P'',P'''-[[(phosphonomethyl)imino]bis[2,1-ethanediylnitrilobis(methylene)]]tetrakis-",15827-60-8,15827608,CASRN,"1,000,000 – <2,500,000","1,000,000 – <5,000,000","5,000,000 – <10,000,000","2,500,000 – <4,000,000"
"Phosphonic acid, P,P',P'',P'''-[[(phosphonomethyl)imino]bis[2,1-ethanediylnitrilobis(methylene)]]tetrakis-, ammonium salt (1:?)",70714-66-8,70714668,CASRN,"1,000,000 – <2,500,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000","2,500,000 – <4,000,000"
"Phosphonic acid, P,P',P'',P'''-[[(phosphonomethyl)imino]bis[2,1-ethanediylnitrilobis(methylene)]]tetrakis-, sodium salt (1:?)",22042-96-2,22042962,CASRN,"5,000,000 – <10,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <2,500,000"
"Phosphonic acid, P,P',P'',P'''-[[(phosphonomethyl)imino]bis[2,1-ethanediylnitrilobis(methylene)]]tetrakis-, sodium salt (1:7)",68155-78-2,68155782,CASRN,"31,861","614,401","385,785","112,524"
"Phosphonic acid, P,P',P'',P'''-[[(phosphonomethyl)imino]bis[6,1-hexanediylnitrilobis(methylene)]]tetrakis-",34690-00-1,34690001,CASRN,"1,000,000 – <5,000,000","7,000,000 – <8,500,000","2,500,000 – <4,000,000","5,500,000 – <7,000,000"
"Phosphonic acid, P,P',P'',P'''-[[(phosphonomethyl)imino]bis[6,1-hexanediylnitrilobis(methylene)]]tetrakis-, sodium salt (1:?)",35657-77-3,35657773,CASRN,"50,000 – <250,000","250,000 – <550,000","50,000 – <250,000","50,000 – <250,000"
"Phosphonic acid, P,P',P'',P'''-[1,2-ethanediylbis[nitrilobis(methylene)]]tetrakis-, calcium sodium salt (2:5:6)",138314-12-2,138314122,CASRN,"425,590","403,850","552,420","257,400"
"Phosphonic acid, P,P',P''-[nitrilotris(methylene)]tris-",6419-19-8,6419198,CASRN,"4,000,000 – <5,500,000","7,000,000 – <8,500,000","5,500,000 – <7,000,000","4,000,000 – <5,500,000"
"Phosphonic acid, P,P',P''-[nitrilotris(methylene)]tris-, potassium salt (1:?)",27794-93-0,27794930,CASRN,"250,000 – <400,000","250,000 – <400,000","250,000 – <400,000","250,000 – <400,000"
"Phosphonic acid, P,P',P''-[nitrilotris(methylene)]tris-, sodium salt (1:?)",20592-85-2,20592852,CASRN,"2,500,000 – <4,000,000","2,500,000 – <4,000,000","2,500,000 – <4,000,000","1,000,000 – <2,500,000"
"Phosphonic acid, P,P',P''-[nitrilotris(methylene)]tris-, sodium salt (1:5)",2235-43-0,2235430,CASRN,"1,000,000 – <2,500,000","1,000,000 – <2,500,000","1,000,000 – <2,500,000","700,000 – <850,000"
"Phosphonic acid, P,P'-[[(2-hydroxyethyl)imino]bis(methylene)]bis-",5995-42-6,5995426,CASRN,"1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000"
"Phosphonic acid, P,P'-[[[2-[(2-hydroxyethyl)(phosphonomethyl)amino]ethyl]imino]bis(methylene)]bis-",32685-03-3,32685033,CASRN,"500,000 – <1,000,000","1,000,000 – <8,500,000","75,000 – <500,000","75,000 – <500,000"
"Phosphonic acid, P,P'-[[[2-[(2-hydroxyethyl)(phosphonomethyl)amino]ethyl]imino]bis(methylene)]bis-, compd. with 2-aminoethanol (1:?)",129828-36-0,129828360,CASRN,"2,500,000 – <4,000,000","2,500,000 – <4,000,000","2,500,000 – <4,000,000","2,500,000 – <4,000,000"
"Phosphonic acid, P,P'-[1,6-hexanediylbis[nitrilobis(methylene)]]tetrakis-, potassium salt (1:?)",38820-59-6,38820596,CASRN,"487,323","499,527","173,181","91,896"
"Phosphonic acid, P,P'-[iminobis(2,1-ethanediyliminomethylene)]bis-, N,N-bis(phosphonomethyl) deriv., sodium salt (1:?)",68399-68-8,68399688,CASRN,"56,557",0,0,0
"Phosphonic acid, P,P'-methylenebis-, P,P,P',P'-tetrakis(1-methylethyl) ester",1660-95-3,1660953,CASRN,"<50,000","<50,000","<50,000","<50,000"
"Phosphonic acid, P-[(tetrahydro-2-hydroxy-2-oxido-4H-1,4,2-oxazaphosphorin-4-yl)methyl]-",32422-02-9,32422029,CASRN,"315,877","348,903","354,787","277,311"
"Phosphonic acid, P-[[3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]methyl]-, monoethyl ester, calcium salt (2:1)",65140-91-2,65140912,CASRN,"100,000 – <250,000","700,000 – <850,000","1,000,000 – <2,500,000","400,000 – <550,000"
"Phosphonic acid, P-[[bis(2-hydroxyethyl)amino]methyl]-, diethyl ester",11/5/2781,2781115,CASRN,"250,000 – <550,000","250,000 – <550,000","50,000 – <250,000","250,000 – <550,000"
"Phosphonic acid, P-[2-[[(2-chloroethoxy)(2-chloroethyl)phosphinyl]oxy]ethyl]-, bis(2-chloroethyl) ester",58823-09-9,58823099,CASRN,"1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000","10,000,000 – <50,000,000"
"Phosphonic acid, P-[3-[(hydroxymethyl)amino]-3-oxopropyl]-, dimethyl ester",20120-33-6,20120336,CASRN,"<50,000","50,000 – <250,000","50,000 – <250,000","50,000 – <250,000"
"Phosphonic acid, P-methyl-",993-13-5,993135,CASRN,"50,000 – <250,000","50,000 – <250,000","50,000 – <250,000","50,000 – <250,000"
"Phosphonic acid, P-methyl-, (5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphorinan-5-yl)methyl methyl ester",41203-81-0,41203810,CASRN,"500,000 – <1,000,000","500,000 – <1,000,000","75,000 – <500,000","75,000 – <500,000"
"Phosphonic acid, P-methyl-, bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphorinan-5-yl)methyl] ester",42595-45-9,42595459,CASRN,"75,000 – <500,000","75,000 – <500,000","75,000 – <500,000","75,000 – <500,000"
"Phosphonic acid, P-methyl-, compd. with N-(aminoiminomethyl)urea (1:1)",84402-58-4,84402584,CASRN,"75,000 – <500,000","75,000 – <500,000","75,000 – <500,000","75,000 – <500,000"
"Phosphonic acid, P-methyl-, dimethyl ester",756-79-6,756796,CASRN,"250,000 – <400,000","700,000 – <850,000","250,000 – <400,000","250,000 – <550,000"
"Phosphonic acid, P-methyl-, methyl 3-(trimethoxysilyl)propyl ester",67812-17-3,67812173,CASRN,"50,000 – <250,000","50,000 – <250,000","50,000 – <250,000","50,000 – <250,000"
"Phosphonic acid, P-octadecyl-, dimethyl ester",25371-54-4,25371544,CASRN,"550,000 – <1,000,000","550,000 – <1,000,000","550,000 – <1,000,000","550,000 – <1,000,000"
"Phosphonic acid, P-octyl-",4724-48-5,4724485,CASRN,"50,000 – <250,000","250,000 – <550,000","250,000 – <400,000","400,000 – <550,000"
"Phosphonic acid, P-octyl-, monoethyl ester, potassium salt (1:1)",68134-28-1,68134281,CASRN,"<50,000","<50,000","<50,000","<50,000"
"Phosphonic acid, potassium salt (1:1)",13977-65-6,13977656,CASRN,"1,648,971","1,859,242","1,848,515","2,095,247"
"Phosphonic acid, potassium salt (1:2)",13492-26-7,13492267,CASRN,"412,540","502,831","579,422","645,783"
"Phosphonic acid, P-phenyl-",1571-33-1,1571331,CASRN,"16,000","46,000","44,000","34,000"
"Phosphonic acid, reaction products with maleic anhydride, sodium salts",180513-31-9,180513319,CASRN,"10,000,000 – <25,000,000","10,000,000 – <25,000,000","10,000,000 – <50,000,000","10,000,000 – <50,000,000"
"Phosphonic acid, sodium salt (1:?)",15475-67-9,15475679,CASRN,"71,008","59,593","29,050","13,602"
"Phosphonic acid, sodium salt (1:2)",13708-85-5,13708855,CASRN,"<50,000","<50,000","<50,000","<50,000"
"Phosphonic acid, zinc salt (1:1)",14332-59-3,14332593,CASRN,"37,960","37,451","47,726","36,189"
"Phosphonium, ethyltriphenyl-, acetate (1:1)",35835-94-0,35835940,CASRN,"<50,000","50,000 – <250,000","50,000 – <250,000","50,000 – <250,000"
"Phosphonium, ethyltriphenyl-, bromide (1:1)",1530-32-1,1530321,CASRN,"<75,000","<75,000","<75,000","<75,000"
"Phosphonium, ethyltriphenyl-, iodide (1:1)",4736-60-1,4736601,CASRN,"79,919","137,255","134,424","123,689"
"Phosphonium, tetrabutyl-, bromide (1:1)",3115-68-2,3115682,CASRN,"50,000 – <250,000","<50,000","<50,000","<50,000"
"Phosphonium, tetrabutyl-, chloride (1:1)",2304-30-5,2304305,CASRN,"<75,000","75,000 – <500,000","75,000 – <500,000","<75,000"
"Phosphonium, tetrabutyl-, hydroxide (1:1)",14518-69-5,14518695,CASRN,"75,000 – <500,000","<75,000","75,000 – <500,000","75,000 – <500,000"
"Phosphonium, tetrakis(hydroxymethyl)-, chloride (1:1)",124-64-1,124641,CASRN,"5,500,000 – <7,000,000","2,500,000 – <4,000,000","4,000,000 – <5,500,000","1,000,000 – <2,500,000"
"Phosphonium, tetrakis(hydroxymethyl)-, sulfate (2:1)",55566-30-8,55566308,CASRN,"10,000,000 – <25,000,000","5,500,000 – <7,000,000","10,000,000 – <25,000,000","8,500,000 – <10,000,000"
"Phosphonium, tributyl(2-methoxypropyl)-, chloride (1:1)",121848-13-3,121848133,CASRN,"<50,000","<50,000","<50,000","<50,000"
"Phosphonium, tributyl(2-methoxypropyl)-, salt with 1,1,2,2,3,3,4,4,4-nonafluoro-N-methyl-1-butanesulfonamide (1:1)",332350-90-0,332350900,CASRN,"<50,000","<50,000","<50,000","<50,000"
"Phosphonium, tributylethyl-, diethyl phosphate (1:1)",20445-94-7,20445947,CASRN,"<50,000","<50,000","<50,000","<50,000"
"Phosphonium, tributyltetradecyl-, chloride",81741-28-8,81741288,CASRN,"92,530",0,0,0
"Phosphonium, triphenyl(phenylmethyl)-, chloride (1:1)",1100-88-5,1100885,CASRN,"<75,000","75,000 – <500,000","<75,000","<75,000"
"Phosphonium, triphenyl(phenylmethyl)-, salt with 1,1,2,2,3,3,4,4,4-nonafluoro-N-methyl-1-butanesulfonamide (1:1)",332350-93-3,332350933,CASRN,"<50,000","<50,000","<50,000","<50,000"
"Phosphonium, triphenyl(phenylmethyl)-, salt with 4,4'-[2,2,2-trifluoro-1-(trifluoromethyl)ethylidene]bis[phenol] (1:1)",75768-65-9,75768659,CASRN,"50,000 – <250,000","50,000 – <250,000","50,000 – <250,000","<50,000"
Phosphonomethylated ether diamine,300608,300608,Accession Number,"250,000 – <550,000","550,000 – <1,000,000","550,000 – <1,000,000","550,000 – <1,000,000"
Phosphoric acid,7664-38-2,7664382,CASRN,"15,000,000,000 – <20,000,000,000","15,000,000,000 – <20,000,000,000","15,000,000,000 – <20,000,000,000","15,000,000,000 – <20,000,000,000"
Phosphoric acid tributyl ester,126-73-8,126738,CASRN,"10,000,000 – <25,000,000","8,500,000 – <10,000,000","8,500,000 – <10,000,000","5,500,000 – <7,000,000"
"Phosphoric acid, (1,1-dimethylethyl)phenyl diphenyl ester",56803-37-3,56803373,CASRN,"5,000,000 – <10,000,000","5,000,000 – <10,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000"
"Phosphoric acid, 2-ethylhexyl diphenyl ester",1241-94-7,1241947,CASRN,"1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000"
"Phosphoric acid, 2-ethylhexyl ester",12645-31-7,12645317,CASRN,"4,000,000 – <5,500,000","5,500,000 – <7,000,000","4,000,000 – <5,500,000","4,000,000 – <5,500,000"
"Phosphoric acid, 2-ethylhexyl ester, compd. with 2,2',2''-nitrilotris[ethanol]",68189-01-5,68189015,CASRN,"23,436","3,960","6,669","139,904"
"Phosphoric acid, 2-ethylhexyl ester, potassium salt",68550-93-6,68550936,CASRN,"84,626","12,101","18,712","14,311"
"Phosphoric acid, aluminum salt (1:1)",7784-30-7,7784307,CASRN,"10,000,000 – <25,000,000","10,000,000 – <25,000,000","10,000,000 – <25,000,000","10,000,000 – <25,000,000"
"Phosphoric acid, aluminum salt (3:1)",13530-50-2,13530502,CASRN,"50,000 – <250,000","250,000 – <400,000","100,000 – <250,000","250,000 – <400,000"
"Phosphoric acid, ammonium magnesium salt (1:1:1)",7785-21-9,7785219,CASRN,"6,791,822",0,"76,032,200","8,500,000 – <25,000,000"
"Phosphoric acid, ammonium potassium salt (1:?:?)",51601-31-1,51601311,CASRN,"5,500,000 – <7,000,000","5,500,000 – <7,000,000","10,000,000 – <25,000,000","7,000,000 – <8,500,000"
"Phosphoric acid, ammonium salt (1:?)",10124-31-9,10124319,CASRN,"2,500,000 – <4,000,000","2,500,000 – <4,000,000","2,500,000 – <4,000,000","2,500,000 – <4,000,000"
"Phosphoric acid, ammonium salt (1:1)",7722-76-1,7722761,CASRN,"10,000,000,000 – <15,000,000,000","10,000,000,000 – <15,000,000,000","15,000,000,000 – <20,000,000,000","15,000,000,000 – <20,000,000,000"
"Phosphoric acid, ammonium salt (1:2)",7783-28-0,7783280,CASRN,"4,000,000,000 – <5,500,000,000","2,500,000,000 – <4,000,000,000","4,000,000,000 – <5,500,000,000","4,000,000,000 – <5,500,000,000"
"Phosphoric acid, ammonium salt (1:3)",10361-65-6,10361656,CASRN,"8,760,834","8,569,222","9,098,438","9,150,031"
"Phosphoric acid, barium salt (2:1)",13466-20-1,13466201,CASRN,"<50,000","50,000 – <250,000","50,000 – <250,000","50,000 – <250,000"
"Phosphoric acid, bis(2-chloro-1-methylethyl) 2-chloropropyl ester",76025-08-6,76025086,CASRN,"50,000 – <250,000","50,000 – <250,000","<50,000","250,000 – <550,000"
"Phosphoric acid, bis(2-ethylhexyl) ester",298-07-7,298077,CASRN,"550,000 – <700,000","2,500,000 – <4,000,000","2,500,000 – <4,000,000","2,500,000 – <4,000,000"
"Phosphoric acid, bis(2-ethylhexyl) ester, compd. with (9Z)-9-octadecen-1-amine (1:1)",68155-94-2,68155942,CASRN,"46,495","58,151","28,987","21,505"
"Phosphoric acid, bis(2-ethylhexyl) phenyl ester",16368-97-1,16368971,CASRN,"50,000 – <250,000","50,000 – <250,000","50,000 – <250,000","50,000 – <250,000"
"Phosphoric acid, bis(methylphenyl) phenyl ester",26446-73-1,26446731,CASRN,"50,000 – <250,000","50,000 – <250,000","50,000 – <250,000","50,000 – <250,000"
"Phosphoric acid, bis[(1,1-dimethylethyl)phenyl] phenyl ester",65652-41-7,65652417,CASRN,"1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000"
"Phosphoric acid, butyl diphenyl ester",2752-95-6,2752956,CASRN,"75,000 – <500,000","75,000 – <500,000","75,000 – <500,000","75,000 – <500,000"
"Phosphoric acid, butyl ester, compds. with branched dodecylbenzenamine",1412893-78-7,1412893787,CASRN,"50,000 – <250,000","50,000 – <250,000","50,000 – <250,000","50,000 – <250,000"
"Phosphoric acid, butyl ester, potassium salt",53126-06-0,53126060,CASRN,"328,642","1,061,614","883,210","1,382,389"
"Phosphoric acid, butyl ester, sodium salt",53126-67-3,53126673,CASRN,"49,529","47,729","25,651",0
"Phosphoric acid, C11-14-isoalkyl esters, C13-rich",154518-38-4,154518384,CASRN,"<50,000","<50,000","<50,000","<50,000"
"Phosphoric acid, C8-10-alkyl esters",98653-76-0,98653760,CASRN,"75,000 – <500,000","75,000 – <500,000","75,000 – <500,000","75,000 – <500,000"
"Phosphoric acid, C8-16-alkyl esters",115120-49-5,115120495,CASRN,"72,817","77,083","75,985","49,261"
"Phosphoric acid, C8-16-alkyl esters, compds. with diethanolamine",90506-18-6,90506186,CASRN,0,"41,788","26,744","36,773"
"Phosphoric acid, calcium salt (1:?)",10103-46-5,10103465,CASRN,"381,191","561,788","560,068","574,674"
"Phosphoric acid, calcium salt (1:1)",7757-93-9,7757939,CASRN,"250,000,000 – <400,000,000","250,000,000 – <400,000,000","250,000,000 – <400,000,000","250,000,000 – <400,000,000"
"Phosphoric acid, calcium salt (2:1)",7758-23-8,7758238,CASRN,"700,000,000 – <850,000,000","700,000,000 – <850,000,000","850,000,000 – <1,000,000,000","1,000,000,000 – <2,500,000,000"
"Phosphoric acid, calcium salt (2:3)",7758-87-4,7758874,CASRN,"400,000 – <550,000","400,000 – <550,000","250,000 – <400,000","250,000 – <400,000"
"Phosphoric acid, chromium(3+) salt (1:1)",7789-04-0,7789040,CASRN,"400,000 – <550,000","400,000 – <550,000","550,000 – <1,000,000","100,000 – <250,000"
"Phosphoric acid, chromium(3+) salt (3:1)",27096-04-4,27096044,CASRN,"75,000 – <500,000","<75,000","75,000 – <500,000","75,000 – <500,000"
"Phosphoric acid, cobalt(2+) salt (2:3)",13455-36-2,13455362,CASRN,"<75,000","<75,000","<75,000","<75,000"
"Phosphoric acid, decyl octyl ester",68186-45-8,68186458,CASRN,"550,000 – <1,000,000","714,395","787,179","850,000 – <1,000,000"
"Phosphoric acid, dibutyl ester",107-66-4,107664,CASRN,"100,000 – <250,000","550,000 – <700,000","550,000 – <700,000","550,000 – <700,000"
"Phosphoric acid, dibutyl ester, compd. with (9Z)-9-octadecen-1-amine (1:1)",92116-21-7,92116217,CASRN,"50,000 – <250,000","50,000 – <250,000","50,000 – <250,000","<50,000"
"Phosphoric acid, dibutyl ester, potassium salt (1:1)",25238-98-6,25238986,CASRN,"56,294","49,571","42,979","60,185"
"Phosphoric acid, dibutyl ester, sodium salt (1:1)",16298-74-1,16298741,CASRN,0,"32,184","67,864","60,351"
"Phosphoric acid, dibutyl phenyl ester",2528-36-1,2528361,CASRN,"500,000 – <1,000,000","1,000,000 – <8,500,000","500,000 – <1,000,000","75,000 – <500,000"
"Phosphoric acid, diethyl ester",598-02-7,598027,CASRN,"41,165","9,036","10,931","11,229"
"Phosphoric acid, diisooctyl ester",27215-10-7,27215107,CASRN,"33,489","36,956","30,383","20,538"
"Phosphoric acid, diisooctyl ester, compd. with 2-ethyl-1-hexanamine (1:1)",61188-14-5,61188145,CASRN,"75,000 – <500,000","75,000 – <500,000","75,000 – <500,000","75,000 – <500,000"
"Phosphoric acid, dimethyl ester",813-78-5,813785,CASRN,"90,589","169,302","113,112","87,000"
"Phosphoric acid, dipentyl ester",3138-42-9,3138429,CASRN,"<75,000","75,000 – <500,000","75,000 – <500,000","75,000 – <500,000"
"Phosphoric acid, diphenyl ester",838-85-7,838857,CASRN,"125,346","135,567","117,492","117,196"
"Phosphoric acid, diphenyl tetradecyl ester",142474-86-0,142474860,CASRN,"250,000 – <550,000","550,000 – <1,000,000","550,000 – <1,000,000","250,000 – <550,000"
"Phosphoric acid, dodecyl diphenyl ester",27460-02-2,27460022,CASRN,"50,000 – <250,000","50,000 – <250,000","50,000 – <250,000","50,000 – <250,000"
"Phosphoric acid, dodecyl ester",12751-23-4,12751234,CASRN,"38,512","34,384","97,830","71,507"
"Phosphoric acid, dodecyl ester, potassium salt",39322-78-6,39322786,CASRN,"100,000 – <250,000","100,000 – <250,000","100,000 – <250,000","100,000 – <250,000"
"Phosphoric acid, hexyl ester",68511-03-5,68511035,CASRN,0,"36,984",0,0
"Phosphoric acid, hexyl ester, potassium salt",37242-45-8,37242458,CASRN,"22,354","53,471","27,873","26,938"
"Phosphoric acid, iron(2+) lithium salt (1:1:1)",15365-14-7,15365147,CASRN,"<50,000","<50,000","<50,000","50,000 – <250,000"
"Phosphoric acid, iron(3+) salt (1:1)",10045-86-0,10045860,CASRN,"29,000,000","32,059,415","37,020,834","38,000,000"
"Phosphoric acid, isodecyl diphenyl ester",29761-21-5,29761215,CASRN,"1,000,000 – <8,500,000","1,000,000 – <8,500,000","1,000,000 – <8,500,000","1,000,000 – <8,500,000"
"Phosphoric acid, isooctyl ester",12645-53-3,12645533,CASRN,"36,617","40,688","48,995","34,379"
"Phosphoric acid, isooctyl ester, compd. with 2,2',2''-nitrilotris[ethanol]",73070-49-2,73070492,CASRN,"12,075","36,250","57,543","77,139"
"Phosphoric acid, isotridecyl ester",52933-07-0,52933070,CASRN,"1,000,000 – <2,500,000","550,000 – <700,000","700,000 – <850,000","550,000 – <1,000,000"
"Phosphoric acid, lanthanum salt, cerium terbium-doped",95823-34-0,95823340,CASRN,"<75,000","<75,000","<75,000","<75,000"
"Phosphoric acid, lithium salt (1:3)",10377-52-3,10377523,CASRN,"75,000 – <500,000","<75,000","<75,000","75,000 – <500,000"
"Phosphoric acid, magnesium salt (1:1), trihydrate",7782-75-4,7782754,CASRN,"<50,000","<50,000","<50,000","<50,000"
"Phosphoric acid, magnesium salt (2:1)",13092-66-5,13092665,CASRN,"<75,000","75,000 – <500,000","<75,000","<75,000"
"Phosphoric acid, manganese salt (1:?)",10124-54-6,10124546,CASRN,"316,041","413,666","352,360","276,218"
"Phosphoric acid, manganese(2+) salt (2:1)",18718-07-5,18718075,CASRN,"1,000,000 – <2,500,000","1,000,000 – <2,500,000","1,000,000 – <2,500,000","1,000,000 – <2,500,000"
"Phosphoric acid, metal salt, compound with substituted aromatic heterocycle",216376,216376,Accession Number,"50,000 – <250,000","<50,000","<50,000","50,000 – <250,000"
"Phosphoric acid, methyl ester, compds. with branched dodecylbenzenamine",1412893-77-6,1412893776,CASRN,"50,000 – <250,000","50,000 – <250,000","50,000 – <250,000","50,000 – <250,000"
"Phosphoric acid, methylphenyl diphenyl ester",26444-49-5,26444495,CASRN,"250,000 – <400,000","400,000 – <550,000","250,000 – <400,000","250,000 – <400,000"
"Phosphoric acid, mixed 2-methylbutyl and pentyl mono- and diesters",916177-13-4,916177134,CASRN,"<50,000","50,000 – <250,000","<50,000","<50,000"
"Phosphoric acid, mixed decyl and octyl esters, potassium salts",70879-47-9,70879479,CASRN,"135,492","23,152","20,999","39,416"
"Phosphoric acid, mixed esters with ethylene glycol and pentaerythritol",145441-41-4,145441414,CASRN,"34,286","3,810","6,279","84,164"
"Phosphoric acid, mixed esters with partially fluorinated alcohol, ammonium salts (PROVISIONAL)",257444,257444,Accession Number,"<50,000","<50,000","<50,000","<50,000"
"Phosphoric acid, mixed esters with polyethylene glycol and 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-1-octanol, ammonium salts",1224429-82-6,1224429826,CASRN,"<50,000","<50,000","<50,000","<50,000"
"Phosphoric acid, mixed lauryl and myristyl esters",68412-59-9,68412599,CASRN,"34,678","19,681","19,648","39,135"
"Phosphoric acid, mono- and di-C6-10-alkyl esters",68307-94-8,68307948,CASRN,0,"<50,000","<50,000","50,000 – <250,000"
"Phosphoric acid, mono(2-ethylhexyl) ester",1070-03-7,1070037,CASRN,"700,000 – <850,000","1,000,000 – <2,500,000","850,000 – <1,000,000","1,000,000 – <2,500,000"
"Phosphoric acid, monobutyl ester",1623-15-0,1623150,CASRN,"100,000 – <250,000","550,000 – <700,000","400,000 – <550,000","400,000 – <550,000"
"Phosphoric acid, monobutyl ester, compd. with (9Z)-9-octadecen-1-amine (1:2)",2721407-45-8,2721407458,CASRN,"<50,000","50,000 – <250,000","<50,000","<50,000"
"Phosphoric acid, monobutyl ester, sodium salt (1:2)",64114-42-7,64114427,CASRN,0,"8,711","18,367","16,334"
"Phosphoric acid, monoethyl ester",1623-14-9,1623149,CASRN,"50,312","11,045","13,360","13,724"
"Phosphoric acid, monoisooctyl ester",26403-12-3,26403123,CASRN,"19,000","21,000","17,000","12,000"
"Phosphoric acid, monoisooctyl ester, compd. with 2-ethyl-1-hexanamine (1:2)",61188-13-4,61188134,CASRN,"75,000 – <500,000","75,000 – <500,000","75,000 – <500,000","75,000 – <500,000"
"Phosphoric acid, monomethyl ester",812-00-0,812000,CASRN,"1,000,000 – <2,500,000","1,000,000 – <2,500,000","1,000,000 – <2,500,000","1,000,000 – <2,500,000"
"Phosphoric acid, monopentyl ester",2382-76-5,2382765,CASRN,"<75,000","75,000 – <500,000","75,000 – <500,000","75,000 – <500,000"
"Phosphoric acid, monophenyl ester",701-64-4,701644,CASRN,"125,000","75,000 – <500,000","75,000 – <500,000","75,000 – <500,000"
